type,mark,ask,bid,delta,strike,description,underlying_price,volatility,expiration
PUT,2.166,2.191,2.141,-0.076593,5815.0,SPXW_2025-01-03_P_5815,5903.46,18.2886,2025-01-03
PUT,2.5747,2.6004,2.5489,-0.088661,5820.0,SPXW_2025-01-03_P_5820,5903.46,18.2655,2025-01-03
PUT,3.0449,3.0754,3.0145,-0.10208,5825.0,SPXW_2025-01-03_P_5825,5903.46,18.2396,2025-01-03
PUT,3.5835,3.6194,3.5477,-0.116917,5830.0,SPXW_2025-01-03_P_5830,5903.46,18.2111,2025-01-03
PUT,4.197,4.2389,4.155,-0.133221,5835.0,SPXW_2025-01-03_P_5835,5903.46,18.1797,2025-01-03
PUT,4.8928,4.9417,4.8438,-0.151039,5840.0,SPXW_2025-01-03_P_5840,5903.46,18.1457,2025-01-03
PUT,5.6778,5.7347,5.6211,-0.170397,5845.0,SPXW_2025-01-03_P_5845,5903.46,18.1089,2025-01-03
PUT,6.56,6.6256,6.4944,-0.191312,5850.0,SPXW_2025-01-03_P_5850,5903.46,18.0697,2025-01-03
PUT,7.5471,7.6226,7.4717,-0.213786,5855.0,SPXW_2025-01-03_P_5855,5903.46,18.0285,2025-01-03
PUT,8.6463,8.7327,8.5598,-0.237787,5860.0,SPXW_2025-01-03_P_5860,5903.46,17.9849,2025-01-03
PUT,9.8658,9.9644,9.7671,-0.263283,5865.0,SPXW_2025-01-03_P_5865,5903.46,17.9397,2025-01-03
PUT,11.2127,11.3249,11.1006,-0.290204,5870.0,SPXW_2025-01-03_P_5870,5903.46,17.8929,2025-01-03
PUT,12.6949,12.8218,12.5679,-0.318466,5875.0,SPXW_2025-01-03_P_5875,5903.46,17.8452,2025-01-03
PUT,14.3189,14.4621,14.1757,-0.347954,5880.0,SPXW_2025-01-03_P_5880,5903.46,17.7967,2025-01-03
PUT,16.0915,16.2524,15.9306,-0.378532,5885.0,SPXW_2025-01-03_P_5885,5903.46,17.748,2025-01-03
PUT,18.0186,18.1988,17.8384,-0.410039,5890.0,SPXW_2025-01-03_P_5890,5903.46,17.6996,2025-01-03
PUT,20.105,20.306,19.9039,-0.442289,5895.0,SPXW_2025-01-03_P_5895,5903.46,17.6517,2025-01-03
PUT,22.3406,22.5639,22.1171,-0.475065,5900.0,SPXW_2025-01-03_P_5900,5903.46,17.5943,2025-01-03
PUT,24.7884,25.0363,24.5405,-0.508174,5905.0,SPXW_2025-01-03_P_5905,5903.46,17.5719,2025-01-03
PUT,27.4431,27.7176,27.1687,-0.541205,5910.0,SPXW_2025-01-03_P_5910,5903.46,17.5799,2025-01-03
PUT,30.2624,30.565,29.9598,-0.573895,5915.0,SPXW_2025-01-03_P_5915,5903.46,17.5883,2025-01-03
PUT,33.2437,33.5762,32.9113,-0.606026,5920.0,SPXW_2025-01-03_P_5920,5903.46,17.5968,2025-01-03
PUT,36.3833,36.7472,36.0195,-0.637393,5925.0,SPXW_2025-01-03_P_5925,5903.46,17.6055,2025-01-03
PUT,39.6767,40.0734,39.2799,-0.667809,5930.0,SPXW_2025-01-03_P_5930,5903.46,17.6143,2025-01-03
PUT,43.1183,43.5495,42.6871,-0.697104,5935.0,SPXW_2025-01-03_P_5935,5903.46,17.6231,2025-01-03
PUT,46.702,47.169,46.235,-0.725134,5940.0,SPXW_2025-01-03_P_5940,5903.46,17.6318,2025-01-03
PUT,50.4209,50.9209,49.9209,-0.751776,5945.0,SPXW_2025-01-03_P_5945,5903.46,17.6403,2025-01-03
PUT,54.2678,54.7678,53.7678,-0.776934,5950.0,SPXW_2025-01-03_P_5950,5903.46,17.6485,2025-01-03
PUT,58.2347,58.7347,57.7347,-0.800537,5955.0,SPXW_2025-01-03_P_5955,5903.46,17.6565,2025-01-03
PUT,62.3138,62.8138,61.8138,-0.822538,5960.0,SPXW_2025-01-03_P_5960,5903.46,17.664,2025-01-03
PUT,66.497,66.997,65.997,-0.842913,5965.0,SPXW_2025-01-03_P_5965,5903.46,17.6712,2025-01-03
PUT,70.7762,71.2762,70.2762,-0.861662,5970.0,SPXW_2025-01-03_P_5970,5903.46,17.678,2025-01-03
PUT,75.1433,75.6433,74.6433,-0.878805,5975.0,SPXW_2025-01-03_P_5975,5903.46,17.6842,2025-01-03
PUT,79.5905,80.0905,79.0905,-0.894379,5980.0,SPXW_2025-01-03_P_5980,5903.46,17.69,2025-01-03
PUT,84.1101,84.6101,83.6101,-0.908439,5985.0,SPXW_2025-01-03_P_5985,5903.46,17.6952,2025-01-03
PUT,88.6949,89.1949,88.1949,-0.92105,5990.0,SPXW_2025-01-03_P_5990,5903.46,17.7,2025-01-03
PUT,93.3379,93.8379,92.8379,-0.93229,5995.0,SPXW_2025-01-03_P_5995,5903.46,17.7042,2025-01-03
PUT,98.0326,98.5326,97.5326,-0.942248,6000.0,SPXW_2025-01-03_P_6000,5903.46,17.7078,2025-01-03
PUT,102.89,103.39,102.39,-0.947853,6005.0,SPXW_2025-01-03_P_6005,5903.46,18.0396,2025-01-03
PUT,108.54,109.04,108.04,-0.934176,6010.0,SPXW_2025-01-03_P_6010,5903.46,20.3709,2025-01-03
PUT,113.2413,113.7413,112.7413,-0.942682,6015.0,SPXW_2025-01-03_P_6015,5903.46,20.375,2025-01-03
PUT,117.9813,118.4813,117.4813,-0.950304,6020.0,SPXW_2025-01-03_P_6020,5903.46,20.3772,2025-01-03
PUT,122.7566,123.2566,122.2566,-0.957088,6025.0,SPXW_2025-01-03_P_6025,5903.46,20.3794,2025-01-03
PUT,127.5629,128.0629,127.0629,-0.963101,6030.0,SPXW_2025-01-03_P_6030,5903.46,20.3812,2025-01-03
PUT,132.3968,132.8968,131.8968,-0.968403,6035.0,SPXW_2025-01-03_P_6035,5903.46,20.3827,2025-01-03
PUT,137.2549,137.7549,136.7549,-0.973056,6040.0,SPXW_2025-01-03_P_6040,5903.46,20.384,2025-01-03
PUT,142.1342,142.6342,141.6342,-0.977119,6045.0,SPXW_2025-01-03_P_6045,5903.46,20.3853,2025-01-03
PUT,147.0318,147.5318,146.5318,-0.980656,6050.0,SPXW_2025-01-03_P_6050,5903.46,20.3854,2025-01-03
PUT,151.9455,152.4455,151.4455,-0.983715,6055.0,SPXW_2025-01-03_P_6055,5903.46,20.3854,2025-01-03
PUT,156.873,157.373,156.373,-0.986348,6060.0,SPXW_2025-01-03_P_6060,5903.46,20.3854,2025-01-03
PUT,161.8124,162.3124,161.3124,-0.988604,6065.0,SPXW_2025-01-03_P_6065,5903.46,20.3854,2025-01-03
PUT,166.762,167.262,166.262,-0.990527,6070.0,SPXW_2025-01-03_P_6070,5903.46,20.3854,2025-01-03
PUT,171.7202,172.2202,171.2202,-0.992158,6075.0,SPXW_2025-01-03_P_6075,5903.46,20.3854,2025-01-03
PUT,176.6857,177.1857,176.1857,-0.993536,6080.0,SPXW_2025-01-03_P_6080,5903.46,20.3854,2025-01-03
PUT,181.6573,182.1573,181.1573,-0.994695,6085.0,SPXW_2025-01-03_P_6085,5903.46,20.3854,2025-01-03
PUT,186.6341,187.1341,186.1341,-0.995664,6090.0,SPXW_2025-01-03_P_6090,5903.46,20.3854,2025-01-03
PUT,191.6152,192.1152,191.1152,-0.996471,6095.0,SPXW_2025-01-03_P_6095,5903.46,20.3854,2025-01-03
PUT,196.5998,197.0998,196.0998,-0.99714,6100.0,SPXW_2025-01-03_P_6100,5903.46,20.3854,2025-01-03
PUT,201.5874,202.0874,201.0874,-0.997693,6105.0,SPXW_2025-01-03_P_6105,5903.46,20.3854,2025-01-03
PUT,206.5774,207.0774,206.0774,-0.998146,6110.0,SPXW_2025-01-03_P_6110,5903.46,20.3854,2025-01-03
PUT,211.5694,212.0694,211.0694,-0.998517,6115.0,SPXW_2025-01-03_P_6115,5903.46,20.3854,2025-01-03
PUT,216.5631,217.0631,216.0631,-0.998818,6120.0,SPXW_2025-01-03_P_6120,5903.46,20.3854,2025-01-03
PUT,221.558,222.058,221.058,-0.999062,6125.0,SPXW_2025-01-03_P_6125,5903.46,20.3854,2025-01-03
PUT,226.554,227.054,226.054,-0.999259,6130.0,SPXW_2025-01-03_P_6130,5903.46,20.3854,2025-01-03
PUT,231.5508,232.0508,231.0508,-0.999417,6135.0,SPXW_2025-01-03_P_6135,5903.46,20.3854,2025-01-03
PUT,236.5483,237.0483,236.0483,-0.999544,6140.0,SPXW_2025-01-03_P_6140,5903.46,20.3854,2025-01-03
PUT,241.5464,242.0464,241.0464,-0.999644,6145.0,SPXW_2025-01-03_P_6145,5903.46,20.3854,2025-01-03
PUT,246.5449,247.0449,246.0449,-0.999724,6150.0,SPXW_2025-01-03_P_6150,5903.46,20.3854,2025-01-03
PUT,251.5437,252.0437,251.0437,-0.999786,6155.0,SPXW_2025-01-03_P_6155,5903.46,20.3854,2025-01-03
PUT,256.5428,257.0428,256.0428,-0.999835,6160.0,SPXW_2025-01-03_P_6160,5903.46,20.3854,2025-01-03
PUT,261.5421,262.0421,261.0421,-0.999874,6165.0,SPXW_2025-01-03_P_6165,5903.46,20.3854,2025-01-03
PUT,266.5416,267.0416,266.0416,-0.999904,6170.0,SPXW_2025-01-03_P_6170,5903.46,20.3854,2025-01-03
PUT,271.5412,272.0412,271.0412,-0.999927,6175.0,SPXW_2025-01-03_P_6175,5903.46,20.3854,2025-01-03
PUT,276.5409,277.0409,276.0409,-0.999945,6180.0,SPXW_2025-01-03_P_6180,5903.46,20.3854,2025-01-03
PUT,281.5407,282.0407,281.0407,-0.999958,6185.0,SPXW_2025-01-03_P_6185,5903.46,20.3854,2025-01-03
PUT,286.5405,287.0405,286.0405,-0.999969,6190.0,SPXW_2025-01-03_P_6190,5903.46,20.3854,2025-01-03
PUT,291.5404,292.0404,291.0404,-0.999977,6195.0,SPXW_2025-01-03_P_6195,5903.46,20.3854,2025-01-03
PUT,296.5403,297.0403,296.0403,-0.999983,6200.0,SPXW_2025-01-03_P_6200,5903.46,20.3854,2025-01-03
PUT,301.5402,302.0402,301.0402,-0.999987,6205.0,SPXW_2025-01-03_P_6205,5903.46,20.3854,2025-01-03
PUT,306.5401,307.0401,306.0401,-0.99999,6210.0,SPXW_2025-01-03_P_6210,5903.46,20.3854,2025-01-03
PUT,311.5401,312.0401,311.0401,-0.999993,6215.0,SPXW_2025-01-03_P_6215,5903.46,20.3854,2025-01-03
PUT,316.5401,317.0401,316.0401,-0.999995,6220.0,SPXW_2025-01-03_P_6220,5903.46,20.3854,2025-01-03
PUT,321.5401,322.0401,321.0401,-0.999996,6225.0,SPXW_2025-01-03_P_6225,5903.46,20.3854,2025-01-03
PUT,326.54,327.04,326.04,-0.999997,6230.0,SPXW_2025-01-03_P_6230,5903.46,20.3854,2025-01-03
PUT,331.54,332.04,331.04,-0.999998,6235.0,SPXW_2025-01-03_P_6235,5903.46,20.3854,2025-01-03
PUT,336.54,337.04,336.04,-0.999999,6240.0,SPXW_2025-01-03_P_6240,5903.46,20.3854,2025-01-03
PUT,341.54,342.04,341.04,-0.999999,6245.0,SPXW_2025-01-03_P_6245,5903.46,20.3854,2025-01-03
PUT,346.54,347.04,346.04,-0.999999,6250.0,SPXW_2025-01-03_P_6250,5903.46,20.3854,2025-01-03
PUT,351.54,352.04,351.04,-0.999999,6255.0,SPXW_2025-01-03_P_6255,5903.46,20.3854,2025-01-03
PUT,356.54,357.04,356.04,-1.0,6260.0,SPXW_2025-01-03_P_6260,5903.46,20.3854,2025-01-03
PUT,361.54,362.04,361.04,-1.0,6265.0,SPXW_2025-01-03_P_6265,5903.46,20.3854,2025-01-03
PUT,366.54,367.04,366.04,-1.0,6270.0,SPXW_2025-01-03_P_6270,5903.46,20.3854,2025-01-03
PUT,371.54,372.04,371.04,-1.0,6275.0,SPXW_2025-01-03_P_6275,5903.46,20.3854,2025-01-03
PUT,376.54,377.04,376.04,-1.0,6280.0,SPXW_2025-01-03_P_6280,5903.46,20.3854,2025-01-03
PUT,381.54,382.04,381.04,-1.0,6285.0,SPXW_2025-01-03_P_6285,5903.46,20.3854,2025-01-03
PUT,386.54,387.04,386.04,-1.0,6290.0,SPXW_2025-01-03_P_6290,5903.46,20.3854,2025-01-03
PUT,391.54,392.04,391.04,-1.0,6295.0,SPXW_2025-01-03_P_6295,5903.46,20.3854,2025-01-03
PUT,396.54,397.04,396.04,-1.0,6300.0,SPXW_2025-01-03_P_6300,5903.46,20.3854,2025-01-03
PUT,401.54,402.04,401.04,-1.0,6305.0,SPXW_2025-01-03_P_6305,5903.46,20.3854,2025-01-03
PUT,406.54,407.04,406.04,-1.0,6310.0,SPXW_2025-01-03_P_6310,5903.46,20.3854,2025-01-03
PUT,411.54,412.04,411.04,-1.0,6315.0,SPXW_2025-01-03_P_6315,5903.46,20.3854,2025-01-03
PUT,416.54,417.04,416.04,-1.0,6320.0,SPXW_2025-01-03_P_6320,5903.46,20.3854,2025-01-03
PUT,421.54,422.04,421.04,-1.0,6325.0,SPXW_2025-01-03_P_6325,5903.46,20.3854,2025-01-03
PUT,426.54,427.04,426.04,-1.0,6330.0,SPXW_2025-01-03_P_6330,5903.46,20.3854,2025-01-03
PUT,431.54,432.04,431.04,-1.0,6335.0,SPXW_2025-01-03_P_6335,5903.46,20.3854,2025-01-03
PUT,436.54,437.04,436.04,-1.0,6340.0,SPXW_2025-01-03_P_6340,5903.46,20.3854,2025-01-03
PUT,441.54,442.04,441.04,-1.0,6345.0,SPXW_2025-01-03_P_6345,5903.46,20.3854,2025-01-03
PUT,446.54,447.04,446.04,-1.0,6350.0,SPXW_2025-01-03_P_6350,5903.46,20.3854,2025-01-03
PUT,451.54,452.04,451.04,-1.0,6355.0,SPXW_2025-01-03_P_6355,5903.46,20.3854,2025-01-03
PUT,456.54,457.04,456.04,-1.0,6360.0,SPXW_2025-01-03_P_6360,5903.46,20.3854,2025-01-03
PUT,461.54,462.04,461.04,-1.0,6365.0,SPXW_2025-01-03_P_6365,5903.46,20.3854,2025-01-03
PUT,466.54,467.04,466.04,-1.0,6370.0,SPXW_2025-01-03_P_6370,5903.46,20.3854,2025-01-03
PUT,471.54,472.04,471.04,-1.0,6375.0,SPXW_2025-01-03_P_6375,5903.46,20.3854,2025-01-03
PUT,476.54,477.04,476.04,-1.0,6380.0,SPXW_2025-01-03_P_6380,5903.46,20.3854,2025-01-03
PUT,481.54,482.04,481.04,-1.0,6385.0,SPXW_2025-01-03_P_6385,5903.46,20.3854,2025-01-03
PUT,486.54,487.04,486.04,-1.0,6390.0,SPXW_2025-01-03_P_6390,5903.46,20.3854,2025-01-03
PUT,491.54,492.04,491.04,-1.0,6395.0,SPXW_2025-01-03_P_6395,5903.46,20.3854,2025-01-03
PUT,496.54,497.04,496.04,-1.0,6400.0,SPXW_2025-01-03_P_6400,5903.46,20.3854,2025-01-03
PUT,501.54,502.04,501.04,-1.0,6405.0,SPXW_2025-01-03_P_6405,5903.46,20.3854,2025-01-03
PUT,506.54,507.04,506.04,-1.0,6410.0,SPXW_2025-01-03_P_6410,5903.46,20.3854,2025-01-03
PUT,511.54,512.04,511.04,-1.0,6415.0,SPXW_2025-01-03_P_6415,5903.46,20.3854,2025-01-03
PUT,516.54,517.04,516.04,-1.0,6420.0,SPXW_2025-01-03_P_6420,5903.46,20.3854,2025-01-03
PUT,521.54,522.04,521.04,-1.0,6425.0,SPXW_2025-01-03_P_6425,5903.46,20.3854,2025-01-03
PUT,526.54,527.04,526.04,-1.0,6430.0,SPXW_2025-01-03_P_6430,5903.46,20.3854,2025-01-03
PUT,531.54,532.04,531.04,-1.0,6435.0,SPXW_2025-01-03_P_6435,5903.46,20.3854,2025-01-03
PUT,536.54,537.04,536.04,-1.0,6440.0,SPXW_2025-01-03_P_6440,5903.46,20.3854,2025-01-03
PUT,541.54,542.04,541.04,-1.0,6445.0,SPXW_2025-01-03_P_6445,5903.46,20.3854,2025-01-03
PUT,546.54,547.04,546.04,-1.0,6450.0,SPXW_2025-01-03_P_6450,5903.46,20.3854,2025-01-03
PUT,551.54,552.04,551.04,-1.0,6455.0,SPXW_2025-01-03_P_6455,5903.46,20.3854,2025-01-03
PUT,556.54,557.04,556.04,-1.0,6460.0,SPXW_2025-01-03_P_6460,5903.46,20.3854,2025-01-03
PUT,561.54,562.04,561.04,-1.0,6465.0,SPXW_2025-01-03_P_6465,5903.46,20.3854,2025-01-03
PUT,566.54,567.04,566.04,-1.0,6470.0,SPXW_2025-01-03_P_6470,5903.46,20.3854,2025-01-03
PUT,571.54,572.04,571.04,-1.0,6475.0,SPXW_2025-01-03_P_6475,5903.46,20.3854,2025-01-03
PUT,576.54,577.04,576.04,-1.0,6480.0,SPXW_2025-01-03_P_6480,5903.46,20.3854,2025-01-03
PUT,581.54,582.04,581.04,-1.0,6485.0,SPXW_2025-01-03_P_6485,5903.46,20.3854,2025-01-03
PUT,586.54,587.04,586.04,-1.0,6490.0,SPXW_2025-01-03_P_6490,5903.46,20.3854,2025-01-03
PUT,591.54,592.04,591.04,-1.0,6495.0,SPXW_2025-01-03_P_6495,5903.46,20.3854,2025-01-03
PUT,596.54,597.04,596.04,-1.0,6500.0,SPXW_2025-01-03_P_6500,5903.46,20.3854,2025-01-03
PUT,601.54,602.04,601.04,-1.0,6505.0,SPXW_2025-01-03_P_6505,5903.46,20.3854,2025-01-03
PUT,606.54,607.04,606.04,-1.0,6510.0,SPXW_2025-01-03_P_6510,5903.46,20.3854,2025-01-03
PUT,611.54,612.04,611.04,-1.0,6515.0,SPXW_2025-01-03_P_6515,5903.46,20.3854,2025-01-03
PUT,616.54,617.04,616.04,-1.0,6520.0,SPXW_2025-01-03_P_6520,5903.46,20.3854,2025-01-03
PUT,621.54,622.04,621.04,-1.0,6525.0,SPXW_2025-01-03_P_6525,5903.46,20.3854,2025-01-03
PUT,626.54,627.04,626.04,-1.0,6530.0,SPXW_2025-01-03_P_6530,5903.46,20.3854,2025-01-03
PUT,631.54,632.04,631.04,-1.0,6535.0,SPXW_2025-01-03_P_6535,5903.46,20.3854,2025-01-03
PUT,636.54,637.04,636.04,-1.0,6540.0,SPXW_2025-01-03_P_6540,5903.46,20.3854,2025-01-03
PUT,641.54,642.04,641.04,-1.0,6545.0,SPXW_2025-01-03_P_6545,5903.46,20.3854,2025-01-03
PUT,646.54,647.04,646.04,-1.0,6550.0,SPXW_2025-01-03_P_6550,5903.46,20.3854,2025-01-03
PUT,651.54,652.04,651.04,-1.0,6555.0,SPXW_2025-01-03_P_6555,5903.46,20.3854,2025-01-03
PUT,656.54,657.04,656.04,-1.0,6560.0,SPXW_2025-01-03_P_6560,5903.46,20.3854,2025-01-03
PUT,661.54,662.04,661.04,-1.0,6565.0,SPXW_2025-01-03_P_6565,5903.46,20.3854,2025-01-03
PUT,666.54,667.04,666.04,-1.0,6570.0,SPXW_2025-01-03_P_6570,5903.46,20.3854,2025-01-03
PUT,671.54,672.04,671.04,-1.0,6575.0,SPXW_2025-01-03_P_6575,5903.46,20.3854,2025-01-03
PUT,676.54,677.04,676.04,-1.0,6580.0,SPXW_2025-01-03_P_6580,5903.46,20.3854,2025-01-03
PUT,681.54,682.04,681.04,-1.0,6585.0,SPXW_2025-01-03_P_6585,5903.46,20.3854,2025-01-03
PUT,686.54,687.04,686.04,-1.0,6590.0,SPXW_2025-01-03_P_6590,5903.46,20.3854,2025-01-03
PUT,691.54,692.04,691.04,-1.0,6595.0,SPXW_2025-01-03_P_6595,5903.46,20.3854,2025-01-03
PUT,696.54,697.04,696.04,-1.0,6600.0,SPXW_2025-01-03_P_6600,5903.46,20.3854,2025-01-03
PUT,701.54,702.04,701.04,-1.0,6605.0,SPXW_2025-01-03_P_6605,5903.46,20.3854,2025-01-03
PUT,706.54,707.04,706.04,-1.0,6610.0,SPXW_2025-01-03_P_6610,5903.46,20.3854,2025-01-03
PUT,711.54,712.04,711.04,-1.0,6615.0,SPXW_2025-01-03_P_6615,5903.46,20.3854,2025-01-03
PUT,716.54,717.04,716.04,-1.0,6620.0,SPXW_2025-01-03_P_6620,5903.46,20.3854,2025-01-03
PUT,721.54,722.04,721.04,-1.0,6625.0,SPXW_2025-01-03_P_6625,5903.46,20.3854,2025-01-03
PUT,726.54,727.04,726.04,-1.0,6630.0,SPXW_2025-01-03_P_6630,5903.46,20.3854,2025-01-03
PUT,731.54,732.04,731.04,-1.0,6635.0,SPXW_2025-01-03_P_6635,5903.46,20.3854,2025-01-03
PUT,736.54,737.04,736.04,-1.0,6640.0,SPXW_2025-01-03_P_6640,5903.46,20.3854,2025-01-03
PUT,741.54,742.04,741.04,-1.0,6645.0,SPXW_2025-01-03_P_6645,5903.46,20.3854,2025-01-03
PUT,746.54,747.04,746.04,-1.0,6650.0,SPXW_2025-01-03_P_6650,5903.46,20.3854,2025-01-03
PUT,751.54,752.04,751.04,-1.0,6655.0,SPXW_2025-01-03_P_6655,5903.46,20.3854,2025-01-03
PUT,756.54,757.04,756.04,-1.0,6660.0,SPXW_2025-01-03_P_6660,5903.46,20.3854,2025-01-03
PUT,761.54,762.04,761.04,-1.0,6665.0,SPXW_2025-01-03_P_6665,5903.46,20.3854,2025-01-03
PUT,766.54,767.04,766.04,-1.0,6670.0,SPXW_2025-01-03_P_6670,5903.46,20.3854,2025-01-03
PUT,771.54,772.04,771.04,-1.0,6675.0,SPXW_2025-01-03_P_6675,5903.46,20.3854,2025-01-03
PUT,776.54,777.04,776.04,-1.0,6680.0,SPXW_2025-01-03_P_6680,5903.46,20.3854,2025-01-03
PUT,781.54,782.04,781.04,-1.0,6685.0,SPXW_2025-01-03_P_6685,5903.46,20.3854,2025-01-03
PUT,786.54,787.04,786.04,-1.0,6690.0,SPXW_2025-01-03_P_6690,5903.46,20.3854,2025-01-03
PUT,791.54,792.04,791.04,-1.0,6695.0,SPXW_2025-01-03_P_6695,5903.46,20.3854,2025-01-03
PUT,796.54,797.04,796.04,-1.0,6700.0,SPXW_2025-01-03_P_6700,5903.46,20.3854,2025-01-03
PUT,801.54,802.04,801.04,-1.0,6705.0,SPXW_2025-01-03_P_6705,5903.46,20.3854,2025-01-03
PUT,806.54,807.04,806.04,-1.0,6710.0,SPXW_2025-01-03_P_6710,5903.46,20.3854,2025-01-03
PUT,811.54,812.04,811.04,-1.0,6715.0,SPXW_2025-01-03_P_6715,5903.46,20.3854,2025-01-03
PUT,816.54,817.04,816.04,-1.0,6720.0,SPXW_2025-01-03_P_6720,5903.46,20.3854,2025-01-03
PUT,821.54,822.04,821.04,-1.0,6725.0,SPXW_2025-01-03_P_6725,5903.46,20.3854,2025-01-03
PUT,826.54,827.04,826.04,-1.0,6730.0,SPXW_2025-01-03_P_6730,5903.46,20.3854,2025-01-03
PUT,831.54,832.04,831.04,-1.0,6735.0,SPXW_2025-01-03_P_6735,5903.46,20.3854,2025-01-03
PUT,836.54,837.04,836.04,-1.0,6740.0,SPXW_2025-01-03_P_6740,5903.46,20.3854,2025-01-03
PUT,841.54,842.04,841.04,-1.0,6745.0,SPXW_2025-01-03_P_6745,5903.46,20.3854,2025-01-03
PUT,846.54,847.04,846.04,-1.0,6750.0,SPXW_2025-01-03_P_6750,5903.46,20.3854,2025-01-03
PUT,851.54,852.04,851.04,-1.0,6755.0,SPXW_2025-01-03_P_6755,5903.46,20.3854,2025-01-03
PUT,856.54,857.04,856.04,-1.0,6760.0,SPXW_2025-01-03_P_6760,5903.46,20.3854,2025-01-03
PUT,861.54,862.04,861.04,-1.0,6765.0,SPXW_2025-01-03_P_6765,5903.46,20.3854,2025-01-03
PUT,866.54,867.04,866.04,-1.0,6770.0,SPXW_2025-01-03_P_6770,5903.46,20.3854,2025-01-03
PUT,871.54,872.04,871.04,-1.0,6775.0,SPXW_2025-01-03_P_6775,5903.46,20.3854,2025-01-03
PUT,876.54,877.04,876.04,-1.0,6780.0,SPXW_2025-01-03_P_6780,5903.46,20.3854,2025-01-03
PUT,881.54,882.04,881.04,-1.0,6785.0,SPXW_2025-01-03_P_6785,5903.46,20.3854,2025-01-03
PUT,886.54,887.04,886.04,-1.0,6790.0,SPXW_2025-01-03_P_6790,5903.46,20.3854,2025-01-03
PUT,891.54,892.04,891.04,-1.0,6795.0,SPXW_2025-01-03_P_6795,5903.46,20.3854,2025-01-03
PUT,896.54,897.04,896.04,-1.0,6800.0,SPXW_2025-01-03_P_6800,5903.46,20.3854,2025-01-03
PUT,901.54,902.04,901.04,-1.0,6805.0,SPXW_2025-01-03_P_6805,5903.46,20.3854,2025-01-03
PUT,906.54,907.04,906.04,-1.0,6810.0,SPXW_2025-01-03_P_6810,5903.46,20.3854,2025-01-03
PUT,911.54,912.04,911.04,-1.0,6815.0,SPXW_2025-01-03_P_6815,5903.46,20.3854,2025-01-03
PUT,916.54,917.04,916.04,-1.0,6820.0,SPXW_2025-01-03_P_6820,5903.46,20.3854,2025-01-03
PUT,921.54,922.04,921.04,-1.0,6825.0,SPXW_2025-01-03_P_6825,5903.46,20.3854,2025-01-03
PUT,926.54,927.04,926.04,-1.0,6830.0,SPXW_2025-01-03_P_6830,5903.46,20.3854,2025-01-03
PUT,931.54,932.04,931.04,-1.0,6835.0,SPXW_2025-01-03_P_6835,5903.46,20.3854,2025-01-03
PUT,936.54,937.04,936.04,-1.0,6840.0,SPXW_2025-01-03_P_6840,5903.46,20.3854,2025-01-03
PUT,941.54,942.04,941.04,-1.0,6845.0,SPXW_2025-01-03_P_6845,5903.46,20.3854,2025-01-03
PUT,946.54,947.04,946.04,-1.0,6850.0,SPXW_2025-01-03_P_6850,5903.46,20.3854,2025-01-03
PUT,951.54,952.04,951.04,-1.0,6855.0,SPXW_2025-01-03_P_6855,5903.46,20.3854,2025-01-03
PUT,956.54,957.04,956.04,-1.0,6860.0,SPXW_2025-01-03_P_6860,5903.46,20.3854,2025-01-03
PUT,961.54,962.04,961.04,-1.0,6865.0,SPXW_2025-01-03_P_6865,5903.46,20.3854,2025-01-03
PUT,966.54,967.04,966.04,-1.0,6870.0,SPXW_2025-01-03_P_6870,5903.46,20.3854,2025-01-03
PUT,971.54,972.04,971.04,-1.0,6875.0,SPXW_2025-01-03_P_6875,5903.46,20.3854,2025-01-03
PUT,976.54,977.04,976.04,-1.0,6880.0,SPXW_2025-01-03_P_6880,5903.46,20.3854,2025-01-03
PUT,981.54,982.04,981.04,-1.0,6885.0,SPXW_2025-01-03_P_6885,5903.46,20.3854,2025-01-03
PUT,986.54,987.04,986.04,-1.0,6890.0,SPXW_2025-01-03_P_6890,5903.46,20.3854,2025-01-03
PUT,991.54,992.04,991.04,-1.0,6895.0,SPXW_2025-01-03_P_6895,5903.46,20.3854,2025-01-03
PUT,996.54,997.04,996.04,-1.0,6900.0,SPXW_2025-01-03_P_6900,5903.46,20.3854,2025-01-03
PUT,1001.54,1002.04,1001.04,-1.0,6905.0,SPXW_2025-01-03_P_6905,5903.46,20.3854,2025-01-03
PUT,1006.54,1007.04,1006.04,-1.0,6910.0,SPXW_2025-01-03_P_6910,5903.46,20.3854,2025-01-03
PUT,1011.54,1012.04,1011.04,-1.0,6915.0,SPXW_2025-01-03_P_6915,5903.46,20.3854,2025-01-03
PUT,1016.54,1017.04,1016.04,-1.0,6920.0,SPXW_2025-01-03_P_6920,5903.46,20.3854,2025-01-03
PUT,1021.54,1022.04,1021.04,-1.0,6925.0,SPXW_2025-01-03_P_6925,5903.46,20.3854,2025-01-03
PUT,1026.54,1027.04,1026.04,-1.0,6930.0,SPXW_2025-01-03_P_6930,5903.46,20.3854,2025-01-03
PUT,1031.54,1032.04,1031.04,-1.0,6935.0,SPXW_2025-01-03_P_6935,5903.46,20.3854,2025-01-03
PUT,1036.54,1037.04,1036.04,-1.0,6940.0,SPXW_2025-01-03_P_6940,5903.46,20.3854,2025-01-03
PUT,1041.54,1042.04,1041.04,-1.0,6945.0,SPXW_2025-01-03_P_6945,5903.46,20.3854,2025-01-03
